Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,A6NFX8,ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,0,FALSE,99.627,56,13,36,13,232,25.9,5.19,119,13,,,catalytic activity,Pf00293,,ENSG00000165609.12,10,,,,,0,0,3761.9,4643.7,4689,4416.1,5402.7,5324.3,7902.5,6823.6,12532.6,12953.7,3761.9,4198.2,4257.3,3081.3,4296.6,2119.9,2613.1,1469.9,1150.1,1209.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1,0,FALSE,99.621,48,22,37,22,445,52.2,6.04,116.37,22,metabolic process;regulation of biological process,chromosome;cytoplasm;cytosol;membrane;nucleus,protein binding;RNA binding,"Pf01399, Pf09440",3646,ENSG00000104408.9,8,Translation Factors,EIF3E,Hepatitis C; RNA transport,"Formation of the ternary complex, and subsequently, the 43S complex; L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; GTP hydrolysis and joining of the 60S ribosomal subunit; Formation of a pool of free 40S subunits; Ribosomal scanning and start codon recognition",14,0,9241.2,8416.1,8824.4,3905.1,5889.4,4671.1,3697.4,4125.6,5164.1,4891.6,9241.2,7608.7,8012,2724.8,4683.6,1859.9,1222.6,888.7,473.9,456.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",0,FALSE,99.56,41,21,35,18,452,50.9,8.69,105.48,21,cell organization and biogenesis;metabolic process;regulation of biological process,cytosol;membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;nucleotide binding,Pf00180,3418,ENSG00000182054.9,15,TCA Cycle,IDH2,2-Oxocarboxylic acid metabolism; Peroxisome; Glutathione metabolism; Citrate cycle (TCA cycle); Metabolic pathways; Biosynthesis of amino acids; Carbon metabolism,Transcriptional activation of mitochondrial biogenesis; Citric acid cycle (TCA cycle),15,0,8070.8,8344.7,7037.7,3347.9,4587.6,3786.9,3426.1,3884.4,5792,6140.5,8070.8,7544.1,6389.8,2336,3648.4,1507.8,1132.9,836.8,531.5,573.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A590UJN4,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=4 SV=1,0,FALSE,99.551,17,26,27,26,1970,217.1,7.37,81.29,26,,,,,,,,,,,,0,0,3586,3422.3,3679.8,3605.2,4230.4,3897.9,3029,3200,3613.5,3422.8,3586,3094,3341,2515.6,3364.3,1552,1001.6,689.3,331.6,319.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,0,FALSE,99.53,48,18,33,18,380,39.8,8.94,113.06,18,cell organization and biogenesis;cellular component movement;regulation of biological process,cytoplasm;cytoskeleton;cytosol;membrane,protein binding,Pf00568,7408,ENSG00000125753.13,19,Integrin-mediated Cell Adhesion; Focal Adhesion,VASP,Platelet activation; Focal adhesion; Leukocyte transendothelial migration; cGMP-PKG signaling pathway; Fc gamma R-mediated phagocytosis; Rap1 signaling pathway,Cell-extracellular matrix interactions; Generation of second messenger molecules; Signaling by ROBO receptors,18,0,5790,5612.9,5605.2,7567,6798.6,4554.6,3440.3,3632.2,4131.1,3745.4,5790,5074.4,5089.2,5279.9,5406.7,1813.5,1137.6,782.4,379.1,349.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,0,FALSE,99.39,73,16,36,16,192,21.9,9.95,130.79,16,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,Pf00347,6133,ENSG00000163682.15,4,Cytoplasmic Ribosomal Proteins,RPL9,Ribosome,Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Selenocysteine synthesis; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane,34,0,6100.6,5048.1,6368.8,4741.4,9655.1,9414.6,8408.9,8554.2,3896.9,4180.7,6100.6,4563.8,5782.5,3308.4,7678.4,3748.5,2780.5,1842.7,357.6,390.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,0,FALSE,99.12,37,19,30,15,411,46.8,6.73,101.73,19,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;spliceosomal complex,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271",9775,ENSG00000141543.9,17,,EIF4A3,RNA transport; Spliceosome; mRNA surveillance pathway,ISG15 antiviral mechanism; mRNA 3'-end processing; mRNA Splicing - Major Pathway; Cleavage of Growing Transcript in the Termination Region ; Regulation of expression of SLITs and ROBOs; Transport of Mature mRNA derived from an Intron-Containing Transcript; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Deadenylation of mRNA,27,0,4908.5,4536,4354.6,2663.8,3596.9,2765.7,2414.7,2657,3302.5,3054.8,4908.5,4100.8,3953.7,1858.7,2860.5,1101.2,798.5,572.4,303.1,285.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,0,FALSE,99.073,36,24,31,24,736,81.8,6.81,95.17,24,cell death;cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;Golgi;membrane;mitochondrion,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00350, Pf01031, Pf02212",10059,ENSG00000087470.17,12,Synaptic Vesicle Pathway,DNM1L,TNF signaling pathway; NOD-like receptor signaling pathway,Apoptotic execution  phase,6,0,4778.5,4450.6,4633.9,4850.3,5000.3,3246.2,2409.5,3673,4105.6,4198.4,4778.5,4023.6,4207.3,3384.3,3976.6,1292.5,796.7,791.2,376.8,392,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,K7ER96,Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1,0,FALSE,98.996,52,12,26,12,281,31.4,4.83,112.59,12,cellular homeostasis;metabolic process;regulation of biological process,cytosol,catalytic activity,"Pf00085, Pf06201, Pf13098",,ENSG00000091164.12,18,,,,,0,0,3363.4,3593.9,3324.7,2527.4,2523.9,2729.2,2288.3,2364.7,1643.3,1639.3,3363.4,3249.1,3018.6,1763.5,2007.1,1086.7,756.7,509.4,150.8,153.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75436,Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2,0,FALSE,98.925,63,18,29,17,327,38.1,6.57,101.04,18,regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;membrane;vacuole,protein binding;transporter activity,Pf03643,9559,ENSG00000122958.14,10,,VPS26A,Endocytosis,WNT ligand biogenesis and trafficking,4,1,5027.3,5578.9,6287.9,4821.2,6711.2,5415,8783.4,4871.5,9147,10274.5,5027.3,5043.7,5709,3364,5337.2,2156,2904.4,1049.4,839.4,959.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,0,FALSE,98.92,27,28,32,28,998,112.3,6.39,90.98,28,cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;membrane;nucleus,DNA binding;protein binding,Pf02946,2969,ENSG00000263001.5,7,B Cell Receptor Signaling Pathway,GTF2I,Basal transcription factors; Herpes simplex infection; cGMP-PKG signaling pathway,,4,0,6538,4369.5,5553.6,3327.3,5617.4,4504.1,3514.6,3614.1,3376.9,2958.5,6538,3950.3,5042.3,2321.6,4467.4,1793.4,1162.1,778.5,309.9,276.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7L1Q6,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,0,FALSE,98.526,45,23,41,21,419,48,5.92,116.01,23,metabolic process;regulation of biological process,cytoplasm;membrane,protein binding;RNA binding,Pf02020,9689,ENSG00000082153.17,2,,BZW1,,,0,2,14500.1,16443.5,15312.8,14519.6,9062.3,7593.1,5322.1,5951.1,5406.5,5712.7,14500.1,14865.9,13903,10131.1,7206.9,3023.3,1759.8,1282,496.1,533.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,J3KTA4,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,0,FALSE,98.524,40,26,42,19,614,69,8.85,131.58,26,cell differentiation;cell growth;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;membrane;nucleus;spliceosomal complex,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271, Pf08061",1655,ENSG00000108654.13,17,,DDX5,,,0,7,9697.5,8467.2,8978.2,9331.8,9954.8,9949,9927.5,9790.3,4919.9,5507.3,9697.5,7654.9,8151.7,6511.3,7916.7,3961.3,3282.6,2109,451.5,514.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,0,FALSE,98.494,26,25,31,8,937,104.5,5.38,94.94,25,cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport,cytosol;membrane,protein binding;transporter activity,"Pf01602, Pf02883, Pf09066, Pf12717, Pf13646",163,ENSG00000006125.17,17,Synaptic Vesicle Pathway; EGF/EGFR Signaling Pathway,AP2B1,Synaptic vesicle cycle; Huntington's disease; Endocrine and other factor-regulated calcium reabsorption; Endocytosis,"Cargo recognition for clathrin-mediated endocytosis; Nef Mediated CD8 Down-regulation; Nef Mediated CD4 Down-regulation; Trafficking of GluR2-containing AMPA receptors; Recycling pathway of L1; LDL clearance; EPH-ephrin mediated repulsion of cells; Retrograde neurotrophin signalling; VLDLR internalisation and degradation; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; MHC class II antigen presentation; WNT5A-dependent internalization of FZD4",48,0,1582.1,1386.4,1594.8,1407.3,1605.1,1541,1169.4,1244.8,951.1,666.9,1582.1,1253.4,1448,981.9,1276.5,613.5,386.7,268.2,87.3,62.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q04446,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3",0,FALSE,98.369,36,23,33,23,702,80.4,6.32,106.5,23,metabolic process,cytosol,catalytic activity;protein binding,"Pf00128, Pf02806, Pf02922",2632,ENSG00000114480.12,3,Glycogen Metabolism,GBE1,Starch and sucrose metabolism; Metabolic pathways,Glycogen storage disease type IV (GBE1); Glycogen synthesis,12,0,6948.3,8256.4,7419.8,8449.8,6117.2,4998.1,5035.4,4750.9,4792.8,5779.2,6948.3,7464.3,6736.7,5895.9,4864.8,1990,1665,1023.4,439.8,539.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O60341,Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2,0,FALSE,98.276,28,20,25,20,852,92.8,6.52,80.55,20,cell organization and biogenesis;coagulation;development;metabolic process;regulation of biological process;response to stimulus,nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding,"Pf01593, Pf04433, Pf13450, Pf13870",23028,ENSG00000004487.15,1,Androgen receptor signaling pathway,KDM1A,,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; Regulation of PTEN gene transcription; HDACs deacetylate histones; HDMs demethylate histones; Factors involved in megakaryocyte development and platelet production,16,0,3514.6,3070.8,3197.1,3136.4,2803.4,2397.2,2030.5,2174.1,2444.7,2540.4,3514.6,2776.2,2902.7,2188.4,2229.4,954.5,671.4,468.3,224.3,237.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2,0,FALSE,98.157,94,19,34,19,205,22.8,6.4,117.68,19,cellular component movement;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus;proteasome,enzyme regulator activity;protein binding;RNA binding,Pf00011,3315,ENSG00000106211.8,7,Apoptosis-related network due to altered Notch3 in ovarian cancer; Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation; MAPK Signaling Pathway; ATM Signaling Network in Development and Disease; VEGFA-VEGFR2 Signaling Pathway; p38 MAPK Signaling Pathway,HSPB1,Epstein-Barr virus infection; VEGF signaling pathway; MAPK signaling pathway; Amoebiasis,AUF1 (hnRNP D0) binds and destabilizes mRNA; VEGFA-VEGFR2 Pathway; MAPK6/MAPK4 signaling,19,0,4644.8,3924.6,4119,5300.3,4868.6,5014.1,5226,4878.2,4593.3,4823.1,4644.8,3548.1,3739.8,3698.3,3871.9,1996.4,1728,1050.8,421.5,450.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P06493,Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3,0,FALSE,97.946,72,20,33,18,297,34.1,8.4,110.52,20,cell death;cell differentiation;cell division;cell organization and biogenesis;cell proliferation;cellular component movement;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;mitochondrion;nucleus;organelle lumen,catalytic activity;nucleotide binding;protein binding;receptor activity,"Pf00069, Pf01636, Pf07714, Pf14531",983,ENSG00000170312.15,10,miRNA Regulation of DNA Damage Response; Cell Cycle; Regulation of Microtubule Cytoskeleton; Spinal Cord Injury; Retinoblastoma (RB) in Cancer; ATM Signaling Pathway; PPAR Alpha Pathway; TGF-beta Signaling Pathway; ATM Signaling Network in Development and Disease; G1 to S cell cycle control; DNA Damage Response,CDK1,Oocyte meiosis; Epstein-Barr virus infection; Gap junction; Herpes simplex infection; p53 signaling pathway; Progesterone-mediated oocyte maturation; Viral carcinogenesis; Cell cycle,"Regulation of PLK1 Activity at G2/M Transition; TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; Recruitment of NuMA to mitotic centrosomes; Ovarian tumor domain proteases; Loss of Nlp from mitotic centrosomes; Activation of E2F1 target genes at G1/S; MASTL Facilitates Mitotic Progression; Golgi Cisternae Pericentriolar Stack Reorganization; Activation of NIMA Kinases NEK9, NEK6, NEK7; The role of GTSE1 in G2/M progression after G2 checkpoint; Nuclear Pore Complex (NPC) Disassembly; Transcriptional regulation by RUNX2; Interleukin-20 family signaling; APC/C:Cdc20 mediated degradation of Cyclin B; G2/M DNA replication checkpoint; Condensation of Prometaphase Chromosomes; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; AURKA Activation by TPX2; Anchoring of the basal body to the plasma membrane; Regulation of TP53 Degradation; Phosphorylation of Emi1; MAPK3 (ERK1) activation; Recruitment of mitotic centrosome proteins and complexes; Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes; E2F-enabled inhibition of pre-replication complex formation; Phosphorylation of the APC/C; Depolymerisation of the Nuclear Lamina; Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1; Resolution of Sister Chromatid Cohesion; Condensation of Prophase Chromosomes; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; MAPK6/MAPK4 signaling",95,2,11250,11008,11718.2,7180.2,8255.4,7151.8,5714.8,5782.1,4325.7,3912.8,11250,9951.9,10639.4,5010,6565.3,2847.6,1889.7,1245.6,397,365.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P42285,Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,0,FALSE,97.839,28,26,30,26,1042,117.7,6.52,81.15,26,metabolic process,nucleus;spliceosomal complex,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf04851, Pf08148, Pf13234",23517,ENSG00000039123.15,5,,SKIV2L2,RNA degradation,Major pathway of rRNA processing in the nucleolus and cytosol; mRNA Splicing - Major Pathway,8,0,5086,4532.5,5003.8,5190.4,5407.6,4452.6,3619.6,3613.5,3604.5,3893.9,5086,4097.7,4543.2,3621.6,4300.5,1772.8,1196.9,778.4,330.8,363.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,0,FALSE,97.674,34,25,32,25,923,102.8,5.22,101.9,25,cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus;organelle lumen;spliceosomal complex,enzyme regulator activity;protein binding;RNA binding,"Pf14443, Pf14444",57805,ENSG00000158941.16,8,,CCAR2; KIAA1967,,Regulation of HSF1-mediated heat shock response,4,0,6945.2,5026.6,5682,3529,4493.9,3287.7,2949.2,3553.7,3282.9,4346,6945.2,4544.3,5158.9,2462.4,3573.9,1309,975.2,765.5,301.3,405.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04818,Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3,0,FALSE,97.588,60,15,31,15,313,35.7,7.01,101.01,15,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;mitochondrion;nucleus;organelle lumen,catalytic activity;nucleotide binding;protein binding;RNA binding;translation regulator activity,Pf00303,7298,ENSG00000176890.15,18,Fluoropyrimidine Activity; One Carbon Metabolism; Retinoblastoma (RB) in Cancer; Trans-sulfuration and one carbon metabolism; One carbon metabolism and related pathways,TYMS,Pyrimidine metabolism; Antifolate resistance; Metabolic pathways; One carbon pool by folate,Activation of E2F1 target genes at G1/S; Interconversion of nucleotide di- and triphosphates,18,0,6019.4,6124.1,6355,3648.8,4022.7,3400.2,2258.2,2663.8,2102.4,2368.6,6019.4,5536.6,5770,2545.9,3199.1,1353.8,746.7,573.8,192.9,221.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q13620,Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=4,0,FALSE,97.57,27,29,38,14,913,103.9,7.37,114.03,29,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytosol;nucleus,catalytic activity;DNA binding;protein binding,"Pf00888, Pf10557",8450,ENSG00000158290.16,X,Mesodermal Commitment Pathway,CUL4B,Nucleotide excision repair; Ubiquitin mediated proteolysis,Formation of Incision Complex in GG-NER; DNA Damage Recognition in GG-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Recognition of DNA damage by PCNA-containing replication complex; Dual incision in TC-NER; Formation of TC-NER Pre-Incision Complex; Dual Incision in GG-NER; Neddylation,18,0,2127.3,2171.9,2209,2241.5,2518.2,2457,2035.3,1782.5,1600.5,1879.7,2127.3,1963.6,2005.7,1564,2002.6,978.3,673,384,146.9,175.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,0,FALSE,97.566,43,10,26,10,295,32.8,4.87,117.29,10,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;membrane;nucleus;ribosome,protein binding;receptor activity;RNA binding;structural molecule activity,Pf00318,3921,ENSG00000168028.13,3,Cytoplasmic Ribosomal Proteins,RPSA,Ribosome,"Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; Formation of the ternary complex, and subsequently, the 43S complex; L13a-mediated translational silencing of Ceruloplasmin expression; Selenocysteine synthesis; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Ribosomal scanning and start codon recognition; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Translation initiation complex formation; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane",38,0,5261.8,4722.1,6070.8,4098.8,6130,7283.1,7208.1,6664.4,1934.8,1898.9,5261.8,4269.1,5511.9,2860,4875,2899.8,2383.5,1435.6,177.6,177.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A2R8Y811,40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1,0,FALSE,97.096,46,11,28,11,150,16.1,10.05,125.08,11,,,,,,,,,,,,0,0,4288.9,3565.5,4943.9,3519.1,5691.1,5058.7,5028.3,4966.1,3065.2,3278.1,4288.9,3223.5,4488.7,2455.5,4526,2014.2,1662.7,1069.8,281.3,306.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A1B0GTJ7,Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1,0,FALSE,97.087,44,17,28,17,480,54.4,7.11,105.75,17,metabolic process,,catalytic activity,"Pf00206, Pf10397",,ENSG00000239900.12,22,,,,,0,0,4376.3,5214.2,4543.9,6034.1,4571.9,6853.9,7466.8,2934.6,2566.8,3401.7,4376.3,4713.9,4125.5,4210.3,3635.9,2729,2469,632.2,235.5,317.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,0,FALSE,97.03,28,27,34,10,949,104.6,5.06,98.22,27,regulation of biological process;transport,cytosol;Golgi;membrane,protein binding;transporter activity,"Pf01602, Pf02883, Pf09066, Pf12717, Pf13646",162,,22,,AP1B1,Lysosome,Nef mediated downregulation of MHC class I complex cell surface expression; MHC class II antigen presentation; Golgi Associated Vesicle Biogenesis; Lysosome Vesicle Biogenesis,17,17,9465.6,8320.5,9164.4,8588.2,8321.1,8399.5,8118.4,8216.8,3934.9,4539.3,9465.6,7522.2,8320.7,5992.4,6617.5,3344.4,2684.4,1770,361.1,423.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,0,FALSE,96.955,45,19,34,19,494,53.8,5.87,114.68,19,metabolic process,cytoplasm;cytosol,catalytic activity,Pf00171,223,,1,Tryptophan metabolism,ALDH9A1,"Tryptophan metabolism; Fatty acid degradation; Pyruvate metabolism; Arginine and proline metabolism; Ascorbate and aldarate metabolism; Glycerolipid metabolism; Valine, leucine and isoleucine degradation; Lysine degradation; Glycolysis / Gluconeogenesis; Histidine metabolism; Metabolic pathways; beta-Alanine metabolism",Carnitine synthesis,17,0,8074.4,9219,8799.4,7776.3,7219.3,6100,4702.7,5210.6,3988,3363.3,8074.4,8334.5,7989.3,5425.9,5741.3,2428.8,1555,1122.4,366,314.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96DG6,Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1,0,FALSE,96.808,49,20,42,20,245,28,7.18,135.87,20,metabolic process,cytoplasm;cytosol,catalytic activity,"Pf00326, Pf01738, Pf12695",134147,ENSG00000164237.8,5,,CMBL,Metabolic pathways,Phase I - Functionalization of compounds,4,0,10749,12262.9,10977.1,12532.2,10530.2,13130.6,12131,10633.6,9500.4,6771,10749,11086.4,9966.5,8744.4,8374.3,5228.1,4011.3,2290.7,871.8,632.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2,0,FALSE,96.738,61,15,28,15,312,34.3,8.43,92.53,15,cell communication;cell death;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus,cell surface;cytoplasm;cytosol;endoplasmic reticulum;extracellular;Golgi;membrane;nucleus,protein binding;RNA binding,Pf01588,9255,ENSG00000164022.16,4,,AIMP1,,Cytosolic tRNA aminoacylation; SeMet incorporation into proteins,8,0,8968.8,6999.6,7795.1,4298.9,5308.6,4349.9,3274.6,3858.6,3179.8,2923.1,8968.8,6328.1,7077.4,2999.6,4221.8,1731.9,1082.8,831.2,291.8,273,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q14847,LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2,0,FALSE,96.581,53,17,42,17,261,29.7,7.05,127.92,17,regulation of biological process;transport,cytoplasm;cytoskeleton,metal ion binding;protein binding;transporter activity,"Pf00018, Pf00412, Pf00880, Pf07653, Pf14604",3927,ENSG00000002834.17,17,,LASP1,,,0,0,6204.4,7476.9,6521.4,7967.6,7852.8,8835.6,11884.6,14396.4,18212,19878.7,6204.4,6759.6,5921,5559.5,6245.1,3518,3929.8,3101.2,1671.3,1856.2,High,High,High,High,High,High,High,High,High,High,1,
