Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,A0A1B0GVD5,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,0,FALSE,92.273,42,15,30,15,409,44.2,6.54,100.56,15,metabolic process,vacuole,catalytic activity,"Pf00026, Pf07966, Pf14541, Pf14543",,ENSG00000117984.13,11,,,,,0,0,6299.3,3099.4,3344.6,7995.2,2800.5,3939.2,3584.2,3667.7,5222,3982.2,6002.6,3099.4,2919.5,6947.9,1800.3,1452.3,1035,913.1,877.3,590.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2,0,FALSE,92.185,55,14,30,14,312,34.3,8.43,105.02,14,cell communication;cell death;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus,cell surface;cytoplasm;cytosol;endoplasmic reticulum;extracellular;Golgi;membrane;nucleus,protein binding;RNA binding,Pf01588,9255,ENSG00000164022.16,4,,AIMP1,,Cytosolic tRNA aminoacylation; SeMet incorporation into proteins,8,0,8018.8,8173.1,5520.2,5567.3,5124.3,4234.4,3720.8,4082.1,3684.1,4254.6,7641.2,8173.1,4818.5,4838,3294.2,1561.1,1074.4,1016.2,618.9,631.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3,0,FALSE,92.17,70,13,21,13,261,26.9,7.78,94.24,13,cell organization and biogenesis;metabolic process,cytoplasm;membrane;mitochondrion;organelle lumen,catalytic activity;protein binding;RNA binding,"Pf00106, Pf08659, Pf13561",3028,ENSG00000072506.12,X,Alzheimers Disease; Valproic acid pathway; Tryptophan metabolism,HSD17B10,"Metabolic pathways; Valine, leucine and isoleucine degradation; Alzheimer's disease",tRNA processing in the mitochondrion; rRNA processing in the mitochondrion; Branched-chain amino acid catabolism; tRNA modification in the mitochondrion,15,0,1912.9,1880,1735.2,1705.9,1569.8,1444.4,1367.3,1303.3,1380.5,1243.3,1822.9,1880,1514.6,1482.4,1009.1,532.5,394.8,324.4,231.9,184.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",0,FALSE,91.901,42,18,33,17,483,53,7.71,108.67,18,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;mitochondrion;nucleus,catalytic activity;protein binding;RNA binding;translation regulator activity,Pf00464,6470,ENSG00000176974.19,17,Folate Metabolism; One Carbon Metabolism; Trans-sulfuration and one carbon metabolism; One carbon metabolism and related pathways,SHMT1,"Metabolic pathways; Glycine, serine and threonine metabolism; Biosynthesis of amino acids; Glyoxylate and dicarboxylate metabolism; One carbon pool by folate; Antifolate resistance; Carbon metabolism",Metabolism of folate and pterines; Carnitine synthesis,18,0,3219.9,2735.7,2956.4,2856.4,3313,3939.2,4470.3,3269.8,2391.3,1934.2,3068.3,2735.7,2580.6,2482.3,2129.7,1452.2,1290.9,814,401.8,286.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,0,FALSE,91.877,43,20,33,16,411,46.8,6.73,99.82,20,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;spliceosomal complex,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271",9775,ENSG00000141543.9,17,,EIF4A3,mRNA surveillance pathway; RNA transport; Spliceosome,ISG15 antiviral mechanism; mRNA 3'-end processing; mRNA Splicing - Major Pathway; Cleavage of Growing Transcript in the Termination Region ; Regulation of expression of SLITs and ROBOs; Transport of Mature mRNA derived from an Intron-Containing Transcript; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Deadenylation of mRNA,27,0,3095.8,3021.1,2559.4,2493.1,1879.6,1512.8,1817.3,2068.7,2134.4,2237.9,2950,3021.1,2234.1,2166.5,1208.3,557.7,524.8,515,358.6,331.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2",0,FALSE,91.824,35,19,30,19,664,72.6,7.39,88.67,19,metabolic process;transport,membrane;mitochondrion,catalytic activity;nucleotide binding;protein binding,"Pf00890, Pf02910",6389,ENSG00000073578.16,5,Electron Transport Chain; TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc); Amino Acid metabolism; TCA Cycle,SDHA,Citrate cycle (TCA cycle); Oxidative phosphorylation; Huntington's disease; Non-alcoholic fatty liver disease (NAFLD); Parkinson's disease; Metabolic pathways; Alzheimer's disease; Carbon metabolism,Respiratory electron transport; Citric acid cycle (TCA cycle),18,0,4240,4086.4,3970.2,4181.4,4791.4,5573.4,6183.6,5950.5,4780.4,5076.2,4040.3,4086.4,3465.6,3633.7,3080.2,2054.7,1785.6,1481.4,803.1,752.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,0,FALSE,91.766,21,8,88,2,376,42,5.59,261.56,8,,cytoplasm;cytoskeleton,nucleotide binding;protein binding,Pf00022,345651,ENSG00000169067.3,5,,ACTBL2,,,0,0,35.2,34.1,47.2,44.6,46.8,36.9,45.3,46.5,81.6,34.7,33.6,34.1,41.2,38.7,30.1,13.6,13.1,11.6,13.7,5.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1,0,FALSE,91.669,52,11,38,10,166,18.2,7.99,103.08,11,metabolic process,spliceosomal complex,catalytic activity;protein binding,Pf00160,51645,ENSG00000137168.7,6,,PPIL1,Spliceosome,mRNA Splicing - Major Pathway,5,0,11386.1,12034.4,12469.2,11224.8,9483.8,5992.6,5438.9,5423.7,4058,4579.2,10849.9,12034.4,10884.4,9754.4,6096.7,2209.3,1570.6,1350.2,681.8,679.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q13617,Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2,0,FALSE,91.546,30,22,40,22,745,86.9,6.92,108.85,22,metabolic process;regulation of biological process;response to stimulus,cytosol,catalytic activity;protein binding,"Pf00888, Pf10557",8453,ENSG00000108094.14,10,,CUL2,Ubiquitin mediated proteolysis; Renal cell carcinoma; HIF-1 signaling pathway; Pathways in cancer,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Regulation of expression of SLITs and ROBOs; Antigen processing: Ubiquitination & Proteasome degradation; Neddylation,20,0,6958.1,7550.5,8216.3,6878.2,8316.1,7740.2,4932.2,3812.9,3360.6,3427.3,6630.4,7550.5,7172,5977.2,5346.1,2853.5,1424.3,949.2,564.6,508.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A2R8Y811,40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1,0,FALSE,91.424,43,11,27,11,150,16.1,10.05,125.43,11,,,,,,,,,,,,0,0,2935.1,3192.3,2851.5,3210,3841.2,4041.9,4782.4,3386.4,2313.4,2121.2,2796.9,3192.3,2489.1,2789.5,2469.3,1490.1,1381,843,388.7,314.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q14568,Heat shock protein HSP 90-alpha A2 OS=Homo sapiens OX=9606 GN=HSP90AA2P PE=1 SV=2,0,FALSE,91.287,31,13,101,1,343,39.3,4.65,344.14,13,metabolic process;response to stimulus,cytoplasm,nucleotide binding;protein binding,"Pf00183, Pf02518, Pf13589",3324,,11,,HSP90AA2; HSP90AA2P,,,0,0,152.1,151.6,169.7,123.6,148,141.8,149.7,193.7,117.8,174.2,144.9,151.6,148.2,107.4,95.1,52.3,43.2,48.2,19.8,25.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y696,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,0,FALSE,91.275,64,12,26,12,253,28.8,5.59,93.65,12,cell differentiation;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cell surface;cytoplasm;cytoskeleton;cytosol;membrane;mitochondrion;nucleus,catalytic activity;protein binding;transporter activity,"Pf00043, Pf13409, Pf13410, Pf13417, Pf14497",25932,ENSG00000169504.14,1,,CLIC4,,,0,0,2732.7,2968.8,3372,2632,3395.8,3320,2456.3,1795,1538.2,1835.5,2604,2968.8,2943.4,2287.2,2183,1224,709.3,446.9,258.4,272.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,0,FALSE,91.141,45,18,28,17,523,56.5,6.42,80.66,18,cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport,chromosome;cytoplasm;cytoskeleton;cytosol;membrane,catalytic activity;motor activity;nucleotide binding;protein binding;RNA binding,"Pf00005, Pf05783",51143,ENSG00000144635.8,3,,DYNC1LI1,Vasopressin-regulated water reabsorption; Phagosome; Salmonella infection,COPI-independent Golgi-to-ER retrograde traffic; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Neutrophil degranulation; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; COPI-mediated anterograde transport; MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR),38,1,4079.2,4369.7,4469,4275.2,4357.6,3778.4,3490.6,3155.3,2065.1,2300.1,3887.1,4369.7,3901,3715.2,2801.3,1393,1008,785.5,346.9,341.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8IZ73,RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPUSD2 PE=1 SV=2,0,FALSE,91.137,38,15,24,15,545,61.3,7.17,79.98,15,metabolic process,,catalytic activity;RNA binding,Pf00849,27079,ENSG00000166133.17,15,,RPUSD2,,,0,0,2492.9,2498.1,2591.7,2534,3212.4,3621.5,2723.7,2439.7,2175.8,2071.1,2375.5,2498.1,2262.3,2202.1,2065.1,1335.1,786.5,607.3,365.5,307.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BZK7,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1,0,FALSE,91.128,34,15,26,11,514,55.6,5.55,101.17,15,cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,nucleus,DNA binding;protein binding,"Pf00400, Pf08513, Pf08662",79718,ENSG00000177565.16,3,,TBL1XR1,Wnt signaling pathway,"NOTCH1 Intracellular Domain Regulates Transcription; Transcriptional regulation of white adipocyte differentiation; Activation of gene expression by SREBF (SREBP); RORA activates gene expression; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; PPARA activates gene expression; YAP1- and WWTR1 (TAZ)-stimulated gene expression; Constitutive Signaling by NOTCH1 PEST Domain Mutants; HDACs deacetylate histones; Transcriptional activation of mitochondrial biogenesis; BMAL1:CLOCK,NPAS2 activates circadian gene expression; RUNX3 regulates YAP1-mediated transcription",36,4,3018.4,3245.4,3351.9,2917.4,3498.9,4122.8,3861.1,4338.1,3174.8,2144.8,2876.2,3245.4,2925.9,2535.3,2249.3,1520,1114.9,1080,533.4,318.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P61289,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1,0,FALSE,90.941,56,15,35,15,254,29.5,5.95,138,15,cell death;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;proteasome,enzyme regulator activity;protein binding,"Pf02251, Pf02252",10197,ENSG00000131467.10,17,Proteasome Degradation,PSME3,Antigen processing and presentation; Hepatitis C; Proteasome,Regulation of RAS by GAPs; CDT1 association with the CDC6:ORC:origin complex; Downstream TCR signaling; UCH proteinases; NIK-->noncanonical NF-kB signaling; Hh mutants that don't undergo autocatalytic processing are degraded by ERAD; SCF-beta-TrCP mediated degradation of Emi1; Cross-presentation of soluble exogenous antigens (endosomes); Separation of Sister Chromatids; Vpu mediated degradation of CD4; Hedgehog ligand biogenesis; Regulation of RUNX2 expression and activity; Ub-specific processing proteases; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; ER-Phagosome pathway; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; ABC-family proteins mediated transport; Regulation of activated PAK-2p34 by proteasome mediated degradation; CDK-mediated phosphorylation and removal of Cdc6; FCERI mediated NF-kB activation; Neddylation; Autodegradation of the E3 ubiquitin ligase COP1; G2/M Checkpoints; Regulation of RUNX3 expression and activity; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Regulation of expression of SLITs and ROBOs; Removal of licensing factors from origins; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of PTEN stability and activity; Regulation of DNA replication; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Vif-mediated degradation of APOBEC3G; Antigen processing: Ubiquitination & Proteasome degradation; GLI3 is processed to GLI3R by the proteasome; SCF(Skp2)-mediated degradation of p27/p21; APC/C:Cdc20 mediated degradation of Securin; Interleukin-1 family signaling; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; The role of GTSE1 in G2/M progression after G2 checkpoint; Regulation of ornithine decarboxylase (ODC); Interleukin-20 family signaling; Hedgehog 'on' state; Ubiquitin-dependent degradation of Cyclin D1; Degradation of DVL; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Degradation of AXIN; Autodegradation of Cdh1 by Cdh1:APC/C; Asymmetric localization of PCP proteins; Orc1 removal from chromatin; M/G1 Transition; Activation of NF-kappaB in B cells; Degradation of beta-catenin by the destruction complex; MAPK6/MAPK4 signaling; Dectin-1 mediated noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis,152,0,4948.5,6986.4,7523.4,6605.9,8529.5,8745,7317.4,10004.2,12794.7,17578.5,4715.5,6986.4,6567.2,5740.6,5483.2,3224,2113,2490.5,2149.6,2607.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P31947,14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,0,FALSE,90.917,50,16,51,11,248,27.8,4.74,129.1,16,cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytosol;extracellular;membrane;mitochondrion;nucleus,enzyme regulator activity;protein binding,Pf00244,2810,ENSG00000175793.11,1,miRNA Regulation of DNA Damage Response; Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell; DNA Damage Response,SFN,p53 signaling pathway; Cell cycle; Aldosterone-regulated sodium reabsorption,Translocation of GLUT4 to the plasma membrane; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; TP53 Regulates Metabolic Genes; Activation of BAD and translocation to mitochondria ; RHO GTPases activate PKNs,31,0,17108.9,2212.7,1757.5,13233.3,3130.7,1586.1,2279.5,3599,3255.1,3545.2,16303.3,2212.7,1534.1,11499.9,2012.6,584.7,658.3,896,546.9,525.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q06124,Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=2,0,FALSE,90.708,43,24,36,24,597,68.4,7.3,96.28,24,cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;mitochondrion;nucleus,catalytic activity;protein binding,"Pf00017, Pf00102, Pf00782",5781,ENSG00000179295.17,12,IL-5 Signaling Pathway; Heart Development; IL-1 signaling pathway; Leptin signaling pathway; Prolactin Signaling Pathway; B Cell Receptor Signaling Pathway; Interleukin-11 Signaling Pathway; Oncostatin M Signaling Pathway; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Alpha 6 Beta 4 signaling pathway; IL-3 Signaling Pathway; Kit receptor signaling pathway; Signaling of Hepatocyte Growth Factor Receptor; Rac1/Pak1/p38/MMP-2 pathway; IL-6 signaling pathway; Hepatitis C and Hepatocellular Carcinoma; VEGFA-VEGFR2 Signaling Pathway; ESC Pluripotency Pathways; IL-4 Signaling Pathway; EGF/EGFR Signaling Pathway; Insulin Signaling; IL-2 Signaling Pathway; Interferon type I signaling pathways; Type II interferon signaling (IFNG); T-Cell antigen Receptor (TCR)  Signaling Pathway,PTPN11,Jak-STAT signaling pathway; Epithelial cell signaling in Helicobacter pylori infection; Chronic myeloid leukemia; Proteoglycans in cancer; Axon guidance; Neurotrophin signaling pathway; Leukocyte transendothelial migration; Insulin resistance; Natural killer cell mediated cytotoxicity; Herpes simplex infection; Adipocytokine signaling pathway; Renal cell carcinoma; Ras signaling pathway; Phospholipase D signaling pathway,"PI3K Cascade; PD-1 signaling; Tie2 Signaling; PECAM1 interactions; PI-3K cascade:FGFR3; FRS-mediated FGFR4 signaling; Signaling by Leptin; Signal regulatory protein family interactions; CTLA4 inhibitory signaling; Downstream signal transduction; Activated TLR4 signalling; Platelet sensitization by LDL; MET activates PTPN11; PI-3K cascade:FGFR4; Constitutive Signaling by Aberrant PI3K in Cancer; Interleukin-6 family signaling; MAPK1 (ERK2) activation; Interleukin-20 family signaling; Spry regulation of FGF signaling; Netrin mediated repulsion signals; Interleukin-3, 5 and GM-CSF signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; MAPK3 (ERK1) activation; Prolactin receptor signaling; Regulation of IFNA signaling; FRS-mediated FGFR3 signaling; Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon; FRS-mediated FGFR2 signaling; GPVI-mediated activation cascade; FRS-mediated FGFR1 signaling; Regulation of IFNG signaling; PI-3K cascade:FGFR2; RET signaling; Signaling by SCF-KIT; Regulation of RUNX1 Expression and Activity; GAB1 signalosome; PI-3K cascade:FGFR1",134,0,4471.5,4827.1,4956.4,4553.8,5292.2,4154.3,3666.9,4041.8,3294.1,3309.6,4260.9,4827.1,4326.4,3957.3,3402.1,1531.6,1058.9,1006.2,553.4,490.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P52732,Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,0,FALSE,90.654,22,23,27,23,1056,119.1,5.64,69.89,23,cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;membrane,catalytic activity;motor activity;nucleotide binding;protein binding,"Pf00225, Pf13931",3832,ENSG00000138160.5,10,,KIF11,,COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; MHC class II antigen presentation,11,0,3314.8,3962,3744.4,3115,3078.3,2601.6,2582.3,2912.7,2370.3,2280.9,3158.7,3962,3268.4,2707,1978.9,959.1,745.7,725.1,398.2,338.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,0,FALSE,90.629,24,17,30,17,608,65.8,6.73,101.3,17,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,catalytic activity;DNA binding;protein binding,"Pf02475, Pf05175, Pf05185, Pf06325, Pf08003, Pf08241, Pf08242, Pf11531, Pf12847, Pf13649, Pf13659, Pf13847",10498,ENSG00000142453.11,19,Androgen receptor signaling pathway,CARM1,Endocrine resistance,"Transcriptional regulation of white adipocyte differentiation; RMTs methylate histone arginines; Activation of gene expression by SREBF (SREBP); TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; RORA activates gene expression; PPARA activates gene expression; YAP1- and WWTR1 (TAZ)-stimulated gene expression; Transcriptional activation of mitochondrial biogenesis; BMAL1:CLOCK,NPAS2 activates circadian gene expression; RUNX3 regulates YAP1-mediated transcription",29,0,4861.7,6230.5,6966.6,5663.4,6678.8,7192.7,4879.1,4019.4,3000,2661.3,4632.8,6230.5,6081.1,4921.5,4293.5,2651.7,1408.9,1000.6,504,394.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y2A7,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,0,FALSE,90.528,22,25,35,24,1128,128.7,6.62,84.3,25,cell death;cell organization and biogenesis;regulation of biological process;response to stimulus,cytosol;membrane,protein binding,Pf09735,10787,ENSG00000061676.14,2,Exercise-induced Circadian Regulation; Regulation of Actin Cytoskeleton,NCKAP1,Regulation of actin cytoskeleton,Regulation of actin dynamics for phagocytic cup formation; VEGFA-VEGFR2 Pathway; RHO GTPases Activate WASPs and WAVEs,14,1,5479.8,5350.9,5435.7,5743.3,5613.2,4145.1,4479.5,6389,5107.5,6151.3,5221.8,5350.9,4744.8,4990.9,3608.4,1528.2,1293.5,1590.5,858.1,912.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96BW5,Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1,0,FALSE,90.389,36,13,24,13,349,39,6.52,63.25,13,cell differentiation;metabolic process,,catalytic activity;metal ion binding,"Pf01026, Pf02126",9317,ENSG00000165983.14,10,,PTER,,,0,0,2038.6,1889.1,2043.7,1829.5,2241.7,2657.5,3458.9,3417,3476.4,2625.1,1942.6,1889.1,1784,1589.9,1441.1,979.7,998.8,850.6,584.1,389.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens OX=9606 GN=ASH2L PE=1 SV=1,0,FALSE,90.159,39,22,33,22,628,68.7,5.69,99.09,22,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,nucleus,catalytic activity;DNA binding;metal ion binding;protein binding,Pf00622,9070,ENSG00000129691.15,8,,ASH2L,,Deactivation of the beta-catenin transactivating complex; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; PKMTs methylate histone lysines; Activation of anterior HOX genes in hindbrain development during early embryogenesis; Formation of the beta-catenin:TCF transactivating complex,16,0,5212.6,5523.7,6101.8,5228,5564.2,4639.7,4115.7,4278.9,2893.7,2809.4,4967.1,5523.7,5326.2,4543.2,3576.9,1710.5,1188.5,1065.2,486.2,416.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04818,Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3,0,FALSE,89.908,53,13,32,13,313,35.7,7.01,102.17,13,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;mitochondrion;nucleus;organelle lumen,catalytic activity;nucleotide binding;protein binding;RNA binding;translation regulator activity,Pf00303,7298,ENSG00000176890.15,18,Fluoropyrimidine Activity; One Carbon Metabolism; Retinoblastoma (RB) in Cancer; Trans-sulfuration and one carbon metabolism; One carbon metabolism and related pathways,TYMS,Pyrimidine metabolism; Antifolate resistance; One carbon pool by folate; Metabolic pathways,Activation of E2F1 target genes at G1/S; Interconversion of nucleotide di- and triphosphates,18,0,4850.7,4665.9,4534.1,3430.9,3313.9,2436.5,2527.4,2517.4,1919.8,1830.4,4622.3,4665.9,3957.8,2981.5,2130.4,898.3,729.8,626.7,322.5,271.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8NBF2,NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,0,FALSE,89.785,33,18,26,18,726,79.4,5.55,83.14,18,cellular homeostasis;metabolic process;regulation of biological process;transport,extracellular;organelle lumen,antioxidant activity;catalytic activity;protein binding,"Pf00578, Pf01436, Pf13905",374354,ENSG00000196865.4,10,,NHLRC2,,Platelet degranulation,4,0,2748.4,2800.2,2970,2458.3,2235.1,2358.7,1964.8,2059.9,1756.6,1988.9,2619,2800.2,2592.5,2136.2,1436.9,869.6,567.4,512.8,295.1,295,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P51003,Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4,0,FALSE,89.772,34,19,25,19,745,82.8,7.37,65.92,19,metabolic process;regulation of biological process,cytoplasm;nucleus,catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding,"Pf01909, Pf04926, Pf04928",10914,ENSG00000090060.17,14,mRNA Processing,PAPOLA,mRNA surveillance pathway,Cleavage of Growing Transcript in the Termination Region ; Processing of Intronless Pre-mRNAs; mRNA 3'-end processing; mRNA Splicing - Major Pathway,13,0,2338.5,2938.1,3282.2,2573.7,3051,2710.2,2357.3,2209.7,1925.1,1508.1,2228.3,2938.1,2865.1,2236.6,1961.3,999.2,680.7,550.1,323.4,223.7,High,High,High,High,High,High,High,High,High,High,1,
